idx,osm_idx,lat,lon
671,61341685,42.3107938,-71.0501604
672,61341687,42.3114512,-71.1161652
673,61341688,42.3109442,-71.050068
674,61341689,42.3523719,-71.064556
675,61341692,42.352114,-71.164719
676,61341693,42.3524049,-71.1631995
677,61341694,42.3517607,-71.0671982
678,61341696,42.3516923,-71.0683927
679,61341697,42.3503169,-71.133259
680,61341700,42.352396,-71.15443
681,61341702,42.3507411,-71.1336313
682,61341707,42.3506718,-71.1325123
683,61341708,42.3503486,-71.1400656
684,61341710,42.3510683,-71.0702917
685,61341711,42.3501478,-71.069926
686,61341713,42.3502982,-71.0602501
687,61341714,42.3501438,-71.0597543
688,61341715,42.3502651,-71.0916291
689,61341718,42.3506697,-71.1264546
690,61341720,42.3503263,-71.1003651
691,61341723,42.353061,-71.132106
692,61341725,42.3531531,-71.0607
693,61341726,42.3534612,-71.132186
694,61341728,42.353899,-71.1505138
695,61341729,42.3537932,-71.1487435
696,61341730,42.3534914,-71.1489322
697,61341732,42.354072,-71.162017
698,61341733,42.353499,-71.135735
699,61341734,42.353813,-71.158594
700,61341736,42.3532476,-71.062527
701,61341743,42.3535987,-71.1507
702,61341744,42.3539133,-71.1472879
703,61341746,42.3535903,-71.1460321
704,61341747,42.3540212,-71.14579
705,61341749,42.3517073,-71.0781405
706,61341750,42.352057,-71.0783103
707,61341751,42.3522852,-71.0759979
708,61341752,42.3519929,-71.1651015
709,61341755,42.353529,-71.159014
710,61341757,42.352973,-71.15973
711,61341759,42.353419,-71.162171
712,61341760,42.3529452,-71.1492738
713,61341761,42.353824,-71.120832
714,61341763,42.3528916,-71.121037
715,61341764,42.3536759,-71.0536274
716,61341769,42.3528633,-71.0787292
717,61341770,42.3534421,-71.0765683
718,61341771,42.353067,-71.1478163
719,61341772,42.3534899,-71.1475523
720,61341773,42.3532141,-71.0740146
721,61341774,42.3535026,-71.0714947
722,61341775,42.353053,-71.17101
723,61341776,42.3528677,-71.073844
724,61341777,42.35313,-71.155337
725,61341782,42.353384,-71.157183
726,61341784,42.3531714,-71.1735181
727,61341785,42.3546549,-71.0720629
728,61341786,42.3540267,-71.0744118
729,61341790,42.3542164,-71.1323914
730,61341791,42.3543816,-71.1314101
731,61341792,42.355535,-71.1327626
732,61341793,42.3545452,-71.1350807
733,61341794,42.3553524,-71.1356714
734,61341795,42.3543375,-71.1470229
735,61341802,42.3536219,-71.1521568
736,61341803,42.354013,-71.151951
737,61341804,42.352931,-71.154136
738,61341805,42.3554562,-71.1463243
739,61341806,42.354357,-71.1251623
740,61341807,42.354588,-71.16514
741,61341808,42.354453,-71.164495
742,61341811,42.353352,-71.150853
743,61341816,42.352958,-71.16311
744,61341817,42.3092625,-71.0989143
745,61341818,42.3096805,-71.1154837
746,61341823,42.309669,-71.075215
747,61341826,42.309796,-71.110048
748,61341829,42.3093086,-71.1155875
749,61341830,42.3092275,-71.1090144
750,61341835,42.3098885,-71.1219379
751,61341836,42.309393,-71.072638
752,61341839,42.309111,-71.07189
753,61341840,42.3094337,-71.0504595
754,61341841,42.3088382,-71.1212743
755,61341846,42.3092331,-71.1220175
756,61341849,42.3086839,-71.0777804
757,61341851,42.3089654,-71.1173249
758,61341853,42.3090296,-71.0502293
759,61341856,42.3086069,-71.0497867
760,61341857,42.308927,-71.065251
761,61341858,42.309163,-71.066298
762,61341859,42.308591,-71.065698
763,61341861,42.3087589,-71.0613791
764,61341867,42.3088083,-71.1180443
